Airline (IATA or ICAO),Airline ID,Source Airport,Source Airport ID,Destination Airport,Destination Airport ID,Codeshare,Stops,Equipment
UA,5209,DFW,3670,FRA,340,Y,0,333
UA,5209,DFW,3670,LAX,3484,Y,0,CR7
UA,5209,DFW,3670,SAL,1892,Y,0,E90
UA,5209,DFW,3670,YYZ,193,Y,0,E75
UA,5209,DGO,1801,IAH,3550,Y,0,ERJ
UA,5209,DGO,1801,LAX,3484,Y,0,ERJ
UA,5209,DIK,7064,DEN,3751,Y,0,ERJ
UA,5209,DKR,1084,BJL,1050,Y,0,333
UA,5209,DKR,1084,BRU,302,Y,0,333
UA,5209,DKR,1084,CKY,4162,Y,0,333
UA,5209,DKR,1084,IAD,3714,Y,0,343
UA,5209,DKR,1084,JNB,813,Y,0,343
UA,5209,DLA,897,BRU,302,Y,0,332 333
UA,5209,DLA,897,FIH,1020,Y,0,333
UA,5209,DLA,897,NSI,4161,Y,0,332
UA,5209,DLH,3598,ORD,3830,Y,0,CRJ
UA,5209,DME,4029,VIE,1613,Y,0,320
UA,5209,DOH,11051,BAH,2057,Y,0,333
UA,5209,DOH,11051,FRA,340,Y,0,333
UA,5209,DRO,3713,DEN,3751,Y,0,ERJ DH4 CRJ
UA,5209,DSM,3729,EWR,3494,Y,0,ERJ
UA,5209,DSM,3729,IAH,3550,Y,0,ERJ
UA,5209,DTW,3645,DEN,3751,Y,0,CR7 E70
UA,5209,DTW,3645,EWR,3494,Y,0,ERJ E70
UA,5209,DTW,3645,FRA,340,Y,0,343
UA,5209,DTW,3645,IAD,3714,Y,0,CRJ CR7 ERJ ER4 E70
UA,5209,DTW,3645,YYZ,193,Y,0,CRJ BEH
UA,5209,DUB,599,BOS,3448,Y,0,332 330
UA,5209,DUB,599,JFK,3797,Y,0,330
UA,5209,DUB,599,ORD,3830,Y,0,330 332
UA,5209,DUJ,5734,CLE,3486,Y,0,BE1
UA,5209,DUJ,5734,FKL,4058,Y,0,BE1
UA,5209,DUS,345,EWR,3494,Y,0,343
UA,5209,DUS,345,ORD,3830,Y,0,343
UA,5209,EAU,5735,ORD,3830,Y,0,CRJ
UA,5209,EBB,1187,BRU,302,Y,0,332
UA,5209,EDI,535,BRU,302,Y,0,DH4
UA,5209,EGE,4250,DEN,3751,Y,0,DH4
UA,5209,ELH,1943,FLL,3533,Y,0,SF3
UA,5209,ELH,1943,PBI,3722,Y,0,SF3
UA,5209,ELM,3946,ORD,3830,Y,0,ERJ
UA,5209,ELP,3559,DEN,3751,Y,0,ERJ CRJ
UA,5209,ELP,3559,IAH,3550,Y,0,ERJ CRJ
UA,5209,EUG,4099,DEN,3751,Y,0,CRJ CR7
UA,5209,EUG,4099,PDX,3720,Y,0,EM2
UA,5209,EUG,4099,SFO,3469,Y,0,CRJ CR7
UA,5209,EVN,3964,VIE,1613,Y,0,320 321
UA,5209,EWR,3494,ALB,3864,Y,0,ERJ DH4 DH2
UA,5209,EWR,3494,ATL,3682,Y,0,ERJ
UA,5209,EWR,3494,BNA,3690,Y,0,ERJ
UA,5209,EWR,3494,BUF,3820,Y,0,DH4 ERJ DH3 DH2
UA,5209,EWR,3494,BWI,3849,Y,0,ERJ DH3 DH2
UA,5209,EWR,3494,CHS,3806,Y,0,ERJ
UA,5209,EWR,3494,CLT,3876,Y,0,ERJ E70
UA,5209,EWR,3494,CMH,3759,Y,0,ERJ DH4 E70
UA,5209,EWR,3494,CVG,3488,Y,0,ERJ
UA,5209,EWR,3494,DAY,3627,Y,0,ERJ
UA,5209,EWR,3494,DSM,3729,Y,0,ERJ
UA,5209,EWR,3494,DTW,3645,Y,0,ERJ E70
UA,5209,EWR,3494,DUS,345,Y,0,343
UA,5209,EWR,3494,GRR,3685,Y,0,ERJ
UA,5209,EWR,3494,GSO,4008,Y,0,ERJ
UA,5209,EWR,3494,GSP,4034,Y,0,ERJ
UA,5209,EWR,3494,IND,3585,Y,0,ERJ E70
UA,5209,EWR,3494,ITH,3947,Y,0,DH2 DH3
UA,5209,EWR,3494,JAX,3712,Y,0,ERJ
UA,5209,EWR,3494,MCI,3458,Y,0,ERJ E70
UA,5209,EWR,3494,MEM,3473,Y,0,ERJ
UA,5209,EWR,3494,MHT,4011,Y,0,ERJ DH3 DH2
UA,5209,EWR,3494,MKE,3717,Y,0,ERJ
UA,5209,EWR,3494,MSN,3459,Y,0,ERJ
UA,5209,EWR,3494,MSP,3858,Y,0,E70 ERJ
UA,5209,EWR,3494,MYR,3515,Y,0,DH4
UA,5209,EWR,3494,OKC,3863,Y,0,ERJ E70
UA,5209,EWR,3494,OMA,3454,Y,0,ERJ
UA,5209,EWR,3494,ORF,3611,Y,0,DH3 DH4 DH2
UA,5209,EWR,3494,PIT,3570,Y,0,ERJ DH4 E70
UA,5209,EWR,3494,PVD,3641,Y,0,DH3 DH2 ERJ
UA,5209,EWR,3494,RDU,3626,Y,0,ERJ DH4 E70
UA,5209,EWR,3494,RIC,3608,Y,0,ERJ
UA,5209,EWR,3494,ROC,3622,Y,0,ERJ DH2
UA,5209,EWR,3494,SAV,3613,Y,0,ERJ
UA,5209,EWR,3494,SDF,4014,Y,0,ERJ
UA,5209,EWR,3494,STL,3678,Y,0,ERJ E70
UA,5209,EWR,3494,SYR,3745,Y,0,DH2 DH3
UA,5209,EWR,3494,TUL,3855,Y,0,ERJ
UA,5209,EWR,3494,TYS,3676,Y,0,ERJ
UA,5209,EWR,3494,XNA,4356,Y,0,ERJ
UA,5209,EWR,3494,YHZ,73,Y,0,ERJ
UA,5209,EWR,3494,YOW,100,Y,0,ERJ
UA,5209,EWR,3494,YQB,111,Y,0,ERJ
UA,5209,EWR,3494,YQM,117,Y,0,ERJ
UA,5209,EWR,3494,YUL,146,Y,0,ERJ CRJ E70
UA,5209,EWR,3494,YVR,156,Y,0,319
UA,5209,EWR,3494,YYZ,193,Y,0,E75 ERJ DH4 CRA
UA,5209,EYW,3875,FLL,3533,Y,0,SF3
UA,5209,EYW,3875,RSW,3793,Y,0,SF3
UA,5209,EYW,3875,TPA,3646,Y,0,SF3
UA,5209,FAR,4292,DEN,3751,Y,0,CRJ ERJ
UA,5209,FAR,4292,ORD,3830,Y,0,CRJ ERJ
UA,5209,FAT,3687,DEN,3751,Y,0,CR7 CRJ
UA,5209,FAT,3687,LAS,3877,Y,0,EM2
UA,5209,FAT,3687,LAX,3484,Y,0,CR7 EM2
UA,5209,FAT,3687,SFO,3469,Y,0,EM2 CRJ
UA,5209,FAY,5738,IAD,3714,Y,0,DH2
UA,5209,FCA,4127,DEN,3751,Y,0,CRJ
UA,5209,FIH,1020,BRU,302,Y,0,333
UA,5209,FIH,1020,DLA,897,Y,0,333
UA,5209,FKL,4058,CLE,3486,Y,0,BE1
UA,5209,FKL,4058,DUJ,5734,Y,0,BE1
UA,5209,FLL,3533,BIM,1937,Y,0,SF3
UA,5209,FLL,3533,ELH,1943,Y,0,SF3
UA,5209,FLL,3533,EYW,3875,Y,0,SF3
UA,5209,FLL,3533,FPO,1948,Y,0,SF3
UA,5209,FLL,3533,GGT,1941,Y,0,SF3
UA,5209,FLL,3533,GHB,1944,Y,0,SF3
UA,5209,FLL,3533,MCO,3878,Y,0,SF3
UA,5209,FLL,3533,MHH,1930,Y,0,SF3
UA,5209,FLL,3533,TCB,1934,Y,0,SF3
UA,5209,FLL,3533,TPA,3646,Y,0,SF3
UA,5209,FMN,3743,ALS,7073,Y,0,BE1
UA,5209,FMN,3743,DEN,3751,Y,0,BE1
UA,5209,FMN,3743,SOW,7078,Y,0,BE1
UA,5209,FNA,1059,ROB,1063,Y,0,333
UA,5209,FOE,3843,ORD,3830,Y,0,ERJ
UA,5209,FPO,1948,FLL,3533,Y,0,SF3
UA,5209,FRA,340,ATL,3682,Y,0,343
UA,5209,FRA,340,AUH,2179,Y,0,333
UA,5209,FRA,340,BOS,3448,Y,0,744 346
UA,5209,FRA,340,DEN,3751,Y,0,744
UA,5209,FRA,340,DFW,3670,Y,0,333
UA,5209,FRA,340,DOH,11051,Y,0,333
UA,5209,FRA,340,DTW,3645,Y,0,343
UA,5209,FRA,340,GYD,2922,Y,0,333
UA,5209,FRA,340,JED,2072,Y,0,333
UA,5209,FRA,340,JFK,3797,Y,0,388 744
UA,5209,FRA,340,LAX,3484,Y,0,74H
UA,5209,FRA,340,LOS,273,Y,0,333
UA,5209,FRA,340,MCO,3878,Y,0,744
UA,5209,FRA,340,MIA,3576,Y,0,388
UA,5209,FRA,340,SEA,3577,Y,0,333 343
UA,5209,FRA,340,TSE,2910,Y,0,333
UA,5209,FSD,4009,DEN,3751,Y,0,ERJ CRJ CR7
UA,5209,FSD,4009,ORD,3830,Y,0,CRJ ERJ
UA,5209,FWA,4041,ORD,3830,Y,0,CRJ
UA,5209,GCC,4296,DEN,3751,Y,0,EM2
UA,5209,GGT,1941,FLL,3533,Y,0,SF3
UA,5209,GGT,1941,GHB,1944,Y,0,SF3
UA,5209,GHB,1944,FLL,3533,Y,0,SF3
UA,5209,GJT,4063,IAH,3550,Y,0,ERJ
UA,5209,GNV,3472,MCO,3878,Y,0,SF3
UA,5209,GNV,3472,TPA,3646,Y,0,SF3
UA,5209,GOT,687,ARN,737,Y,0,73H
UA,5209,GPT,4038,IAH,3550,Y,0,ERJ
UA,5209,GRB,3653,ORD,3830,Y,0,ERJ CRJ
UA,5209,GRK,3775,IAH,3550,Y,0,ERJ
UA,5209,GRR,3685,CLE,3486,Y,0,ERJ CRJ ER4
UA,5209,GRR,3685,DEN,3751,Y,0,CR7 E70
UA,5209,GRR,3685,EWR,3494,Y,0,ERJ E70
UA,5209,GRR,3685,IAD,3714,Y,0,ERJ ER4
UA,5209,GRR,3685,IAH,3550,Y,0,ERJ
UA,5209,GSO,4008,EWR,3494,Y,0,ERJ
UA,5209,GSO,4008,IAD,3714,Y,0,CRJ ERJ
UA,5209,GSO,4008,ORD,3830,Y,0,CRJ ERJ CR7 ER4
UA,5209,GSP,4034,CLE,3486,Y,0,ERJ
UA,5209,GSP,4034,EWR,3494,Y,0,ERJ
UA,5209,GSP,4034,IAD,3714,Y,0,CRJ ER4 ERJ
UA,5209,GSP,4034,IAH,3550,Y,0,ERJ
UA,5209,GSP,4034,ORD,3830,Y,0,ERJ ER4 CRJ
UA,5209,GTF,3880,DEN,3751,Y,0,CRJ
UA,5209,GUA,1767,MIA,3576,Y,0,E90
UA,5209,GUC,7051,DEN,3751,Y,0,ERJ
UA,5209,GUM,2246,ROP,2243,Y,0,ATR
UA,5209,GUM,2246,SPN,2244,Y,0,ATR
UA,5209,GVA,1665,JFK,3797,Y,0,333
UA,5209,GVA,1665,YUL,146,Y,0,333
UA,5209,GYD,2922,ASB,2976,Y,0,333
UA,5209,GYD,2922,FRA,340,Y,0,333
UA,5209,HAJ,352,BRU,302,Y,0,DH4
UA,5209,HDN,4339,DEN,3751,Y,0,DH4
UA,5209,HLN,3504,DEN,3751,Y,0,CRJ
UA,5209,HND,2359,HNL,3728,Y,0,763
UA,5209,HND,2359,LAX,3484,Y,0,777
UA,5209,HNL,3728,AKL,2006,Y,0,763
UA,5209,HNL,3728,HND,2359,Y,0,763
UA,5209,HNL,3728,LIH,3602,Y,0,AT7
UA,5209,HNL,3728,OGG,3456,Y,0,AT7
UA,5209,HNL,3728,PEK,3364,Y,0,330
UA,5209,HOB,3749,IAH,3550,Y,0,ERJ
UA,5209,HON,3491,PIR,5761,Y,0,BE1
UA,5209,HPN,3589,ORD,3830,Y,0,ERJ
UA,5209,HRL,3560,IAH,3550,Y,0,ERJ CRJ
UA,5209,HSV,4113,DEN,3751,Y,0,ERJ
UA,5209,HSV,4113,IAD,3714,Y,0,ERJ CRJ
UA,5209,HSV,4113,IAH,3550,Y,0,ERJ
UA,5209,HSV,4113,ORD,3830,Y,0,ERJ
UA,5209,HUX,1786,IAH,3550,Y,0,ERJ
UA,5209,IAD,3714,ALB,3864,Y,0,DH4 DH2 CR7 CRJ ERJ
UA,5209,IAD,3714,AOO,3694,Y,0,SF3
UA,5209,IAD,3714,ATL,3682,Y,0,CR7 CRJ ERJ E70
UA,5209,IAD,3714,BGM,4129,Y,0,DH2
UA,5209,IAD,3714,BKW,5724,Y,0,SF3
UA,5209,IAD,3714,BNA,3690,Y,0,ERJ CRJ
UA,5209,IAD,3714,BOG,2709,Y,0,319
UA,5209,IAD,3714,BTV,3711,Y,0,CRJ DH4 CR7 ERJ ER4
UA,5209,IAD,3714,BUF,3820,Y,0,DH4 ERJ DH2 E70 CRJ CR7 ER4
UA,5209,IAD,3714,CAE,3561,Y,0,CRJ
UA,5209,IAD,3714,CHO,4015,Y,0,DH2
UA,5209,IAD,3714,CHS,3806,Y,0,CRJ
UA,5209,IAD,3714,CLT,3876,Y,0,CR7 ERJ
UA,5209,IAD,3714,CMH,3759,Y,0,DH4 ERJ CR7 ER4 E70
UA,5209,IAD,3714,COS,3819,Y,0,CR7
UA,5209,IAD,3714,CRW,4285,Y,0,DH2 ERJ
UA,5209,IAD,3714,CVG,3488,Y,0,CRJ CR7 ERJ
UA,5209,IAD,3714,DAY,3627,Y,0,ER4 CR7 CRJ ERJ
UA,5209,IAD,3714,DKR,1084,Y,0,343
UA,5209,IAD,3714,DTW,3645,Y,0,CRJ CR7 ERJ ER4 E70
UA,5209,IAD,3714,EWR,3494,Y,0,DH4 DH2 ERJ E70
UA,5209,IAD,3714,FAY,5738,Y,0,DH2
UA,5209,IAD,3714,GRR,3685,Y,0,ER4 ERJ CR7
UA,5209,IAD,3714,GSO,4008,Y,0,CRJ ERJ
UA,5209,IAD,3714,GSP,4034,Y,0,CRJ ER4 ERJ
UA,5209,IAD,3714,HSV,4113,Y,0,ERJ CRJ
UA,5209,IAD,3714,IND,3585,Y,0,CR7 ERJ E70
UA,5209,IAD,3714,JAX,3712,Y,0,ERJ CR7
UA,5209,IAD,3714,JFK,3797,Y,0,CRJ
UA,5209,IAD,3714,JST,4169,Y,0,SF3
UA,5209,IAD,3714,LGA,3697,Y,0,CRJ ERJ E70 CR7
UA,5209,IAD,3714,LWB,6958,Y,0,SF3
UA,5209,IAD,3714,MCI,3458,Y,0,CR7 ERJ
UA,5209,IAD,3714,MDT,3542,Y,0,ER4
UA,5209,IAD,3714,MGW,4284,Y,0,SF3
UA,5209,IAD,3714,MSP,3858,Y,0,CR7
UA,5209,IAD,3714,OKC,3863,Y,0,E70 ERJ CR7
UA,5209,IAD,3714,OMA,3454,Y,0,CR7
UA,5209,IAD,3714,ORF,3611,Y,0,CRJ ERJ ER4 CR7 DH4
UA,5209,IAD,3714,PHL,3752,Y,0,ER4
UA,5209,IAD,3714,PIT,3570,Y,0,E70 ERJ DH4 CR7
UA,5209,IAD,3714,PVD,3641,Y,0,DH4 CR7 DH2 CRJ
UA,5209,IAD,3714,PWM,3862,Y,0,CRJ ER4
UA,5209,IAD,3714,RIC,3608,Y,0,ERJ CR7
UA,5209,IAD,3714,ROA,4016,Y,0,ER4 DH2
UA,5209,IAD,3714,ROC,3622,Y,0,DH2 ERJ CRJ
UA,5209,IAD,3714,SAT,3621,Y,0,CR7 E70
UA,5209,IAD,3714,SAV,3613,Y,0,CRJ ERJ CR7
UA,5209,IAD,3714,SCE,4318,Y,0,DH2
UA,5209,IAD,3714,SDF,4014,Y,0,ERJ
UA,5209,IAD,3714,SHD,7062,Y,0,SF3
UA,5209,IAD,3714,STL,3678,Y,0,ER4 CR7
UA,5209,IAD,3714,SYR,3745,Y,0,CRJ DH4 ERJ ER4 DH2
UA,5209,IAD,3714,TUL,3855,Y,0,ERJ CR7
UA,5209,IAD,3714,TYS,3676,Y,0,ERJ
UA,5209,IAD,3714,VIE,1613,Y,0,763
UA,5209,IAD,3714,YOW,100,Y,0,ERJ E70
UA,5209,IAD,3714,YUL,146,Y,0,ERJ CRJ
UA,5209,IAD,3714,YYZ,193,Y,0,ERJ CRJ CR7 DH4
UA,5209,IAH,3550,ACA,1783,Y,0,ERJ
UA,5209,IAH,3550,ACY,3524,Y,0,ERJ
UA,5209,IAH,3550,AEX,3852,Y,0,ERJ
UA,5209,IAH,3550,AGU,1785,Y,0,ERJ
UA,5209,IAH,3550,AMA,3840,Y,0,ERJ
UA,5209,IAH,3550,ATL,3682,Y,0,CRJ ERJ E70
UA,5209,IAH,3550,BFL,3558,Y,0,CR7
UA,5209,IAH,3550,BHM,3811,Y,0,CRJ ERJ
UA,5209,IAH,3550,BJX,1815,Y,0,ERJ
UA,5209,IAH,3550,BNA,3690,Y,0,ERJ
UA,5209,IAH,3550,BRO,3738,Y,0,ERJ
UA,5209,IAH,3550,BTR,3846,Y,0,ERJ
UA,5209,IAH,3550,CAE,3561,Y,0,ERJ
UA,5209,IAH,3550,CHS,3806,Y,0,ERJ
UA,5209,IAH,3550,CLL,3715,Y,0,ERJ
UA,5209,IAH,3550,CLT,3876,Y,0,ERJ E70
UA,5209,IAH,3550,CME,1789,Y,0,ERJ
UA,5209,IAH,3550,CMH,3759,Y,0,ERJ E70
UA,5209,IAH,3550,COS,3819,Y,0,CRJ CR7 ERJ
UA,5209,IAH,3550,CRP,3744,Y,0,ERJ
UA,5209,IAH,3550,CRW,4285,Y,0,ERJ
UA,5209,IAH,3550,CUU,1797,Y,0,ERJ
UA,5209,IAH,3550,CVG,3488,Y,0,ERJ CR7
UA,5209,IAH,3550,DAL,3502,Y,0,ERJ
UA,5209,IAH,3550,DFW,3670,Y,0,ERJ E70 CRJ CR7
UA,5209,IAH,3550,DGO,1801,Y,0,ERJ
UA,5209,IAH,3550,DSM,3729,Y,0,ERJ CRJ
UA,5209,IAH,3550,ELP,3559,Y,0,ERJ CRJ
UA,5209,IAH,3550,GJT,4063,Y,0,ERJ
UA,5209,IAH,3550,GPT,4038,Y,0,ERJ
UA,5209,IAH,3550,GRK,3775,Y,0,ERJ
UA,5209,IAH,3550,GRR,3685,Y,0,ERJ CRJ
UA,5209,IAH,3550,GSP,4034,Y,0,ERJ
UA,5209,IAH,3550,HOB,3749,Y,0,ERJ
UA,5209,IAH,3550,HRL,3560,Y,0,ERJ CRJ
UA,5209,IAH,3550,HSV,4113,Y,0,ERJ
UA,5209,IAH,3550,HUX,1786,Y,0,ERJ
UA,5209,IAH,3550,ICT,3457,Y,0,CRJ ERJ
UA,5209,IAH,3550,JAN,3580,Y,0,ERJ
UA,5209,IAH,3550,JAX,3712,Y,0,ERJ
UA,5209,IAH,3550,LBB,3829,Y,0,ERJ
UA,5209,IAH,3550,LCH,3513,Y,0,ERJ
UA,5209,IAH,3550,LEX,4017,Y,0,ERJ
UA,5209,IAH,3550,LFT,3493,Y,0,ERJ
UA,5209,IAH,3550,LIT,3660,Y,0,ERJ CRJ
UA,5209,IAH,3550,LRD,3691,Y,0,ERJ
UA,5209,IAH,3550,MAF,3652,Y,0,CRJ ERJ
UA,5209,IAH,3550,MCI,3458,Y,0,ERJ E70 CRJ CR7
UA,5209,IAH,3550,MEM,3473,Y,0,ERJ ER4 CRJ
UA,5209,IAH,3550,MFE,3826,Y,0,ERJ CRJ
UA,5209,IAH,3550,MKE,3717,Y,0,ERJ CRJ
UA,5209,IAH,3550,MLM,1821,Y,0,ERJ
UA,5209,IAH,3550,MLU,3732,Y,0,ERJ
UA,5209,IAH,3550,MOB,3782,Y,0,ERJ
UA,5209,IAH,3550,MSP,3858,Y,0,ERJ E70 CR7
UA,5209,IAH,3550,MTY,1825,Y,0,ERJ
UA,5209,IAH,3550,OAX,1829,Y,0,ERJ
UA,5209,IAH,3550,OMA,3454,Y,0,ERJ E70
UA,5209,IAH,3550,ONT,3734,Y,0,CR7
UA,5209,IAH,3550,ORF,3611,Y,0,ERJ
UA,5209,IAH,3550,PBC,1831,Y,0,ERJ
UA,5209,IAH,3550,PEK,3364,Y,0,773
UA,5209,IAH,3550,PNS,3564,Y,0,ERJ
UA,5209,IAH,3550,PSP,3839,Y,0,CR7
UA,5209,IAH,3550,QRO,1838,Y,0,ERJ CR7
UA,5209,IAH,3550,RIC,3608,Y,0,ERJ
UA,5209,IAH,3550,SAV,3613,Y,0,ERJ
UA,5209,IAH,3550,SDF,4014,Y,0,E70 ERJ CRJ
UA,5209,IAH,3550,SHV,3609,Y,0,ERJ
UA,5209,IAH,3550,SLC,3536,Y,0,ERJ CR7 E70
UA,5209,IAH,3550,SLP,1842,Y,0,ERJ
UA,5209,IAH,3550,SLW,1810,Y,0,ERJ
UA,5209,IAH,3550,STL,3678,Y,0,ER4 ERJ
UA,5209,IAH,3550,TAM,1848,Y,0,CR7 ERJ
UA,5209,IAH,3550,TRC,1845,Y,0,ERJ
UA,5209,IAH,3550,TUL,3855,Y,0,CRJ ERJ CR7
UA,5209,IAH,3550,TUS,3636,Y,0,ERJ CR7
UA,5209,IAH,3550,TYR,3848,Y,0,ERJ
UA,5209,IAH,3550,TYS,3676,Y,0,ERJ
UA,5209,IAH,3550,VER,1854,Y,0,ERJ
UA,5209,IAH,3550,VPS,3873,Y,0,ERJ
UA,5209,IAH,3550,VSA,1853,Y,0,CR7
UA,5209,IAH,3550,XNA,4356,Y,0,CRJ ERJ
UA,5209,IAH,3550,YUL,146,Y,0,E70
UA,5209,IAH,3550,YYZ,193,Y,0,CRA ERJ CR7
UA,5209,IAH,3550,ZIH,1856,Y,0,ERJ
UA,5209,IAH,3550,ZLO,1858,Y,0,ERJ
UA,5209,ICN,3930,JFK,3797,Y,0,77W
UA,5209,ICN,3930,LAX,3484,Y,0,744 77L
UA,5209,ICN,3930,REP,3035,Y,0,321
UA,5209,ICN,3930,SEA,3577,Y,0,333
UA,5209,ICT,3457,IAH,3550,Y,0,ERJ CRJ CR7
UA,5209,ICT,3457,LAX,3484,Y,0,CR7
UA,5209,ICT,3457,ORD,3830,Y,0,ER4 ERJ CR7 CRJ
UA,5209,IDA,4100,DEN,3751,Y,0,CRJ
UA,5209,IGM,6132,PGA,4124,Y,0,BE1
UA,5209,IND,3585,CLE,3486,Y,0,E70 DH3 ERJ
UA,5209,IND,3585,DEN,3751,Y,0,E70 ERJ
UA,5209,IND,3585,EWR,3494,Y,0,ERJ E70
UA,5209,IND,3585,IAD,3714,Y,0,E70 ERJ CR7
UA,5209,IND,3585,ORD,3830,Y,0,ERJ E70 CR7 CRJ
UA,5209,ISN,3659,DEN,3751,Y,0,ERJ
UA,5209,ITH,3947,EWR,3494,Y,0,DH2 DH3
UA,5209,JAN,3580,IAH,3550,Y,0,ERJ
UA,5209,JAN,3580,ORD,3830,Y,0,ERJ
UA,5209,JAX,3712,EWR,3494,Y,0,ERJ
UA,5209,JAX,3712,IAD,3714,Y,0,ERJ CR7 E70
UA,5209,JAX,3712,IAH,3550,Y,0,ERJ
UA,5209,JAX,3712,MHH,1930,Y,0,SF3
UA,5209,JAX,3712,TPA,3646,Y,0,SF3
UA,5209,JED,2072,ADD,1107,Y,0,333
UA,5209,JED,2072,FRA,340,Y,0,333
UA,5209,JFK,3797,BOG,2709,Y,0,330
UA,5209,JFK,3797,BRU,302,Y,0,333
UA,5209,JFK,3797,CAI,1128,Y,0,773
UA,5209,JFK,3797,DUB,599,Y,0,330
UA,5209,JFK,3797,FRA,340,Y,0,388 744
UA,5209,JFK,3797,GVA,1665,Y,0,333
UA,5209,JFK,3797,IAD,3714,Y,0,CRJ
UA,5209,JFK,3797,ICN,3930,Y,0,77W
UA,5209,JFK,3797,JNB,813,Y,0,346
UA,5209,JFK,3797,MUC,346,Y,0,333
UA,5209,JFK,3797,NRT,2279,Y,0,77W
UA,5209,JFK,3797,PEK,3364,Y,0,773
UA,5209,JFK,3797,PTY,1871,Y,0,738
UA,5209,JFK,3797,SAL,1892,Y,0,320
UA,5209,JFK,3797,VIE,1613,Y,0,772
UA,5209,JFK,3797,ZRH,1678,Y,0,333
UA,5209,JHW,7059,BFD,5722,Y,0,BE1
UA,5209,JHW,7059,CLE,3486,Y,0,BE1
UA,5209,JNB,813,DKR,1084,Y,0,343
UA,5209,JNB,813,JFK,3797,Y,0,346
UA,5209,JST,4169,AOO,3694,Y,0,SF3
UA,5209,JST,4169,IAD,3714,Y,0,SF3
UA,5209,KGL,1165,EBB,1187,Y,0,332
UA,5209,KGL,1165,NBO,4059,Y,0,332
UA,5209,LAD,951,FIH,1020,Y,0,333
UA,5209,LAN,3544,ORD,3830,Y,0,ERJ
UA,5209,LAR,5746,DEN,3751,Y,0,EM2
UA,5209,LAS,3877,FAT,3687,Y,0,EM2
UA,5209,LAS,3877,PSP,3839,Y,0,EM2
UA,5209,LAS,3877,PTY,1871,Y,0,738
UA,5209,LAX,3484,ABQ,4019,Y,0,CR7
UA,5209,LAX,3484,AKL,2006,Y,0,773 772
UA,5209,LAX,3484,ASE,7001,Y,0,CR7
UA,5209,LAX,3484,AUS,3673,Y,0,CR7
UA,5209,LAX,3484,BFL,3558,Y,0,EM2
UA,5209,LAX,3484,BOI,3495,Y,0,CR7 CRJ
UA,5209,LAX,3484,CLD,4088,Y,0,EM2
UA,5209,LAX,3484,COS,3819,Y,0,CRJ CR7
UA,5209,LAX,3484,DFW,3670,Y,0,CR7
UA,5209,LAX,3484,DGO,1801,Y,0,ERJ
UA,5209,LAX,3484,FAT,3687,Y,0,EM2 CR7
UA,5209,LAX,3484,FRA,340,Y,0,74H
UA,5209,LAX,3484,HND,2359,Y,0,777
UA,5209,LAX,3484,ICN,3930,Y,0,77L 744
UA,5209,LAX,3484,ICT,3457,Y,0,CR7
UA,5209,LAX,3484,IGM,6132,Y,0,BE1
UA,5209,LAX,3484,MRY,3948,Y,0,CRJ
UA,5209,LAX,3484,MSP,3858,Y,0,CR7
UA,5209,LAX,3484,MUC,346,Y,0,346
UA,5209,LAX,3484,OKC,3863,Y,0,CR7
UA,5209,LAX,3484,PDX,3720,Y,0,CR7 CRJ
UA,5209,LAX,3484,PEK,3364,Y,0,773
UA,5209,LAX,3484,PHX,3462,Y,0,CR7 CRJ
UA,5209,LAX,3484,PSP,3839,Y,0,EM2 CR7 CRJ
UA,5209,LAX,3484,PTY,1871,Y,0,738
UA,5209,LAX,3484,RNO,3807,Y,0,CR7
UA,5209,LAX,3484,SAL,1892,Y,0,320 321
UA,5209,LAX,3484,SAN,3731,Y,0,EM2 CR7
UA,5209,LAX,3484,SAT,3621,Y,0,CR7
UA,5209,LAX,3484,SBA,3949,Y,0,EM2
UA,5209,LAX,3484,SBP,5768,Y,0,EM2
UA,5209,LAX,3484,SJC,3748,Y,0,CR7
UA,5209,LAX,3484,SLC,3536,Y,0,CR7 CRJ
UA,5209,LAX,3484,SMF,3817,Y,0,CR7 CRJ
UA,5209,LAX,3484,SMX,5772,Y,0,EM2
UA,5209,LAX,3484,TUS,3636,Y,0,CRJ CR7
UA,5209,LAX,3484,YLW,87,Y,0,CR7
UA,5209,LAX,3484,YUL,146,Y,0,319
UA,5209,LAX,3484,YUM,3596,Y,0,EM2
UA,5209,LAX,3484,YVR,156,Y,0,CR7
UA,5209,LAX,3484,YYZ,193,Y,0,320 321
UA,5209,LAX,3484,ZRH,1678,Y,0,343
UA,5209,LBB,3829,DEN,3751,Y,0,ERJ
UA,5209,LBB,3829,IAH,3550,Y,0,ERJ
UA,5209,LBL,4341,DDC,5733,Y,0,BE1
UA,5209,LBL,4341,DEN,3751,Y,0,BE1
UA,5209,LCH,3513,IAH,3550,Y,0,ERJ
UA,5209,LED,2948,VIE,1613,Y,0,100 F70
UA,5209,LEX,4017,IAH,3550,Y,0,ERJ
UA,5209,LEX,4017,ORD,3830,Y,0,ERJ CRJ
UA,5209,LFT,3493,IAH,3550,Y,0,ERJ
UA,5209,LFW,298,BRU,302,Y,0,333
UA,5209,LGA,3697,CLE,3486,Y,0,ERJ E70
UA,5209,LGA,3697,IAD,3714,Y,0,CRJ ERJ E70 CR7
UA,5209,LGA,3697,YOW,100,Y,0,CRJ
